Review,AMBIENCE#GENERAL,DRINKS#PRICES,DRINKS#QUALITY,DRINKS#STYLE&OPTIONS,FOOD#PRICES,FOOD#QUALITY,FOOD#STYLE&OPTIONS,LOCATION#GENERAL,RESTAURANT#GENERAL,RESTAURANT#MISCELLANEOUS,RESTAURANT#PRICES,SERVICE#GENERAL,Review_processed
"Tuần nào mình cũng phải ra đây ăn sáng ít nhất 1 lần. Bún ngon lắm luôn ấy, ngon nhất trong miệng của Re-bye. Gọi bát 30k - 35k là đầy đặn, no căng luôn. Mình thường ăn riêu ốc, riêu bò hoặc riêu giò, hôm nào hứng thì gọi 3 loại nhân.Nước dùng đậm đà, thơm ngon, vị chua chua đúng kiểu mình thích. Sợi bún to, mềm mướt & thơm mùi gạo. Ốc to béo múp, giòn sần sật. Riêu cua thơm, giò tai hay giò lụa đều ngon. Quẩy giòn vừa đủ, không cứng gẫy răng.Yên tâm nhất là tất cả đều do bác chủ quán tự tay làm. Buổi tối đi qua thấy bác ngồi rửa ốc nhể ốc, trưng ớt, làm nước dùng,…",0,0,0,0,3,1,1,0,1,0,0,1,tuần nào mình cũng phải ra đây ăn sáng ít_nhất 1 lần bún ngon lắm luôn ấy ngon nhất trong miệng của re bye gọi bát 30k 35k là đầy_đặn no căng luôn mình thường ăn riêu ốc riêu bò hoặc riêu giò hôm nào hứng thì gọi 3 loại nhân nước dùng đậm_đà thơm ngon vị chua_chua đúng kiểu mình thích sợi bún to mềm mướt thơm mùi gạo ốc to_béo múp giòn sần_sật riêu cua thơm giò tai hay giò_lụa đều ngon quẩy giòn vừa đủ không cứng gẫy răng yên_tâm nhất là tất_cả đều do bác chủ quán tự tay làm buổi tối đi qua thấy bác ngồi rửa ốc nhể ốc trưng ớt làm nước dùng
Tương đối ổn. Kêu 1/2 quay me và 1/2 thái nhưng mùi vị không khác nhau lắm. Nếu không kén ăn thì tạm được.,0,0,0,0,0,3,0,0,3,0,0,0,tương_đối ổn kêu 12 quay me và 12 thái nhưng mùi_vị không khác nhau lắm nếu không kén ăn thì tạm được
"Tưởng ko ngon nhưng lại ngon ko tưởng :)), một đĩa bò khô nhìn rất hấp dẫn, đầy đủ thành phần và nhiều nữa, hương vị rất vừa ăn, ở đây có bán bột chiên và nước mía nữa ăn xong gỏi bò uống ly nước mía đảm bảo no luôn, giá cả phải chăng một phần gỏi bò giá 15k, chỗ ngồi thoải mái thoáng mát tha hồ ăn.",1,0,0,0,1,1,1,0,0,0,0,0,tưởng không ngon nhưng lại ngon không_tưởng một đĩa bò khô nhìn rất hấp_dẫn đầy_đủ thành_phần và nhiều nữa hương_vị rất vừa ăn_ở đây có bán bột chiên và nước mía nữa ăn xong gỏi bò uống ly nước mía đảm_bảo no luôn giá_cả phải_chăng một phần gỏi bò giá 15k chỗ ngồi thoải_mái thoáng mát tha_hồ ăn
tuyet cu meo . an vo dam bao la ghien,0,0,0,0,0,1,0,0,0,0,0,0,tuyệt cu meo an vo dam bao_la ghien
Tuyệt đỉnh ăn sáng =)))) bề bề ở đây ngon nhắm :3 má tui khai phá ra quán nè đó 😘❤️😍,0,0,0,0,0,1,0,0,1,0,0,0,tuyệt_đỉnh ăn sáng bề_bề ở đây ngon nhắm 3 má tui khai_phá ra quán nè đó
tuyệt vời,0,0,0,0,0,1,0,0,0,0,0,0,tuyệt_vời
"Tuyệt vời hihii 😆 Ở đây mình ăn thấy ok đồ nhiều, suất 2 ng ăn thì ok. Mình thì ăn cố mới hết 😅😅",0,0,0,0,0,1,1,0,0,0,0,0,tuyệt_vời hihii ở đây mình ăn thấy ok đồ nhiều suất 2 người ăn thì ok mình thì ăn cố mới hết
Tuyệt vời ông mạt trời,0,0,0,0,0,1,0,0,0,0,0,0,tuyệt_vời ông mặt_trời
"Tuyệt vời ông mặt trời 😄 Nhưng mình ăn cấp độ cay thấy không cay lắm, ai muốn cay thì nên kêu cấp cay nhiều ăn cho đã, mà đc cái có hũ ớt bột sẵn trên bàn nên thích thì thêm vào 😋",0,0,0,0,0,1,1,0,0,0,0,0,tuyệt_vời ông mặt_trời nhưng mình ăn cấp_độ cay thấy không cay lắm ai muốn cay thì nên kêu cấp cay nhiều ăn cho đã mà được cái có hũ ớt bột sẵn trên bàn nên thích thì thêm vào
Tuyệt vời từ chất lượng và giá tiền,0,0,0,0,1,1,0,0,0,0,0,0,tuyệt_vời từ chất_lượng và giá tiền
"Tuyệt vời. Siêu ngon. Tất cả mọi thứ đều ngon tuyệt. Từ nước dùng, thịt ngan, nước chấm, tiết. Lại còn rẻ, chất lượng, các cô bán hàng dễ chịu cựcc. Hãy tới và chén nó 😋😋",0,0,0,0,1,1,0,0,1,0,0,1,tuyệt_vời siêu ngon tất_cả mọi thứ đều ngon tuyệt từ nước dùng thịt ngan nước_chấm tiết lại còn rẻ chất_lượng các cô bán hàg dễ_chịu cực hãy tới và chén nó
"Udon bò trứng là mì trộn, khi ăn sẽ làm bể trứng ra và trộn lên thật đều. Cá nhân mình thấy thì vị khá nhạt không có sốt đi kèm nên khi ăn mình trộn thêm nước tương vào và hơi ngán nữa. Còn udon hải sản cay thì mình rất thích có cả tôm mực và sò điệp nước dùng thanh và hơi the nên khi ăn thì không ngán tý nào",0,0,0,0,0,3,0,0,0,0,0,0,udon bò trứng là mì trộn khi ăn sẽ làm bể trứng ra và trộn lên thật đều cá_nhân mình thấy thì vị khá nhạt không có sốt đi kèm nên khi ăn mình trộn thêm nước_tương vào và hơi ngán nữa còn udon hải_sản cay thì mình rất thích có cả tôm mực và sò điệp nước dùng thanh và hơi the nên khi ăn thì không ngán tý nào
"udon nghe mùi kimchi, gà mềm ngon nhưng thêm sauce thì đậm đà hơn",0,0,0,0,0,1,0,0,0,0,0,0,udon nghe mùi kimchi gà mềm ngon nhưng thêm sauce thì đậm_đà hơn
ui da. đúng 5 thịt nhãn. 😂😂😂 còn nhiêu hạt sen không,0,0,0,0,0,0,2,0,0,0,0,0,ui da đúng 5 thịt nhãn còn nhiêu hạt sen không
"Úi ùii này là bò nướng, dú heo nướng hehe. Ở đây mình được tự lấy xiên que nướng tại bàn hay nhờ ngta nướng. Trên 5 xiên mình được miễn phí nước ngọt :3 Btw, mì ý sốt phô mai ở đây ngon lắm. 35k/phần. Mình gọi 2 dĩa mì ý, hnay hết phô mai nên gọi sốt hải sản với bò bằm huhuh :(( Với tổng 15 xiên thì bill của mình là 219k/2 người hjhj :3 tuy nhiên thì ở đây hem có wifi :(( với cục mỡ trên vie nướng khi mà sắp chảy hết bắn đau lắmmm",0,0,0,0,3,1,1,0,0,2,0,0,núi mì này là bò nướng dú heo nướng tốt ở đây mình được tự lấy xiên que nướng tại bàn hay nhờ người ta nướng trên 5 xiên mình được miễn_phí nước_ngọt 3 dĩa mì ý sốt phô_mai ở đây ngon lắm 35 phần mình gọi 2 dĩa mì ý hôm_nay hết phô_mai nên gọi sốt hải_sản với bò bằm hunh với tổng 15 xiên thì bill của mình là 219k2 người hi_hi 3 tuy_nhiên thì ở đây hem có wifi với cục mỡ trên dĩa nướng khi mà sắp chảy hết bắn đau lắm
"Ukm ! 1 phần 2 đứa ăn cực no -> bò mềm, ngon, sốt ngon ...... tóm lại tại nó ngon quá nên không biết viết gì lun 😙😙😙. À +100 điểm cho thái độ phục vụ của nhân viên ở đây vì : nhanh nhẹn - chuyên nghiệp- tận tình -thân thiện- cực kì có tâm . Giá cả cực ổn <3 đồ ăn ngon không gian mát mẻ nhân viên tận tình còn chờ gì nữa mà không rủ đồng bọ đi ăn :> . Haizzz vì nó tốt quá nên không biết viết nhiêu cho đủ - Tóm lại đây là quán đáng nên thử <3.",1,0,0,0,1,1,0,0,1,0,0,1,từm 1 phần 2 đứa ăn cực no bò mềm ngon sốt ngon tóm_lại tại nó ngon quá nên không biết viết gì luôn và 100 điểm cho thái_độ phục_vụ của nhân_viên ở đây vì nhanh_nhẹn chuyên_nghiệp tận_tình thân_thiện cực_kì có tâm giá_cả cực ổn haizzz vì nó tốt quá nên không biết viết nhiêu cho đủ tóm_lại đây là quán đáng nên thử 3
Ủng hộ quán nhé ❤️,0,0,0,0,0,0,0,0,1,0,0,0,ủng_hộ quán nhé
Ưng quá ưng hihi,0,0,0,0,0,0,0,0,1,0,0,0,ưng quá ưng tốt
"Ưng ý nhất là trứng cuộn ở đây, sốt chấm beo béo, ngon ngon 😋. Tok có vị là lạ, nhưng rất hợp khẩu vị. Không gian thoải mái, ấm cúng. Nhân viên dễ thương, nhiệt tình. Free parking@",1,0,0,0,0,1,0,0,0,1,0,1,ưng_ý nhất là trứng cuộn ở đây sốt chấm beo_béo ngon ngon tok có vị là_lạ nhưng rất hợp_khẩu vị không_gian thoải_mái ấm_cúng nhân_viên dễ_thương nhiệt_tình free parking
"Út Lệ thì khỏi nói rồi, phục vụ nhanh chóng, bánh canh cua cũng rất ngon, nước dùng rất vừa, thích nhất trong những chỗ bánh canh. Tô này thập cẩm tả pí lù ăn ná thở luôn. #anngapmat #lozisaigon #banhcanhcua #saigon",0,0,0,0,0,1,1,0,1,0,0,1,út lệ thì khỏi nói rồi phục_vụ nhanh_chóng bánh_canh cua cũng rất ngon nước dùng rất vừa thích nhất trong những chỗ bánh_canh tô này thập_cẩm tả pí lù ăn ná thở luôn
"ưu điểm là đồ ăn ở đây ngon, đặc biệt là mì gói trộn. Ăn ở đây giống giống ăn buffe vậy á, có nhân viên mang 1 măm ra, rồi cho mình lựa chọn, rau mì bún thì đồng giá 10k/dĩa, thịt dĩa nhỏ 30k, dĩa lớn 60k, nhưng có vẻ dĩa lớn ăn ok hơn. Nhưng dĩa lớn chỉ có vài loại thịt thôi không đa dạng như dĩa nhỏ. Mì gói trụng xong nhân viên sẽ đem vào trộn dùng mình. Mì gói ăn ngon lắm.",0,0,0,0,3,1,1,0,0,0,0,0,ưu_điểm là đồ_ăn ở đây ngon đặc_biệt là mì gói trộn ăn_ở đây giống giống ăn buffet vậy á có nhân_viên mang 1 mâm ra rồi cho mình lựa_chọn rau mì bún thì đồng giá 10k dĩa thịt dĩa nhỏ 30k dĩa lớn 60k nhưng có_vẻ dĩa lớn ăn ok hơn nhưng dĩa lớn chỉ có vài loại thịt thôi không đa_dạng như dĩa nhỏ mì gói trụng xong nhân_viên sẽ đem vào trộn dùng mình mì gói ăn ngon lắm
"Vẫn là bánh cuốn với gạo được xay mịn thành bột rồi tráng mỏng, nhưng điểm khác biệt của món bánh cuốn trứng so với các kiểu bánh cuốn khác là lớp nhân bên trong, bao gồm trứng và thịt bằm. Món ngon có xuất xứ từ Lạng Sơn này hấp dẫn thực khách bởi phần nhân trứng gà lòng đào béo ngậy được cuốn thật khéo léo bên trong lớp bánh mỏng.",0,0,0,0,0,1,1,0,0,0,0,0,vẫn là bánh_cuốn với gạo được xay mịn thành bột rồi tráng mỏng nhưng điểm khác_biệt của món bánh_cuốn trứng so với các kiểu bánh_cuốn khác là lớp nhân bên trong bao_gồm trứng và thịt bằm món ngon có xuất_xứ từ lạng_sơn này hấp_dẫn thực_khách bởi phần nhân trứng gà lòng_đào béo ngậy được cuốn thật khéo_léo bên trong lớp bánh mỏng
"Vẫn là vị tàu hủ nước đường thuở nào, nhưng có mix thêm các thể loại như thạch, trái cây, trân châu...bla bla. Ăn cũng lạ lạ.Quán bé. Decor bình thường. Giá bình dân.",3,0,0,0,1,1,1,0,0,0,0,0,vẫn là vị tàu hủ nước đường thuở nào nhưng có mix thêm các thể_loại như thạch trái_cây trân_châu bla bla ăn cũng lạ_lạ quán bé decor bình_thường giá bình_dân
"Vào đây ăn đúng kiểu ăn chậu uống thùng luôn á 😂😂😂 Bát bún đầy đủ từ thịt, nem nướng, chả giò có 25k thôi mà bự thừ lừ, còn nước mắm thì đựng nguyên trong xô, ăn bao nhiêu thì múc ra bát con, cho thêm ớt tuỳ ý. Nguyên dọc đường cực nhiều hàng bún thịt nướng, nhưng bạn mình nói hàng này là ngon nhất, ăn thì thấy ngon thiệt, lại còn no 😁😁😁 Gần nhà nên kiểu gì cũng quay lại 😚",0,0,0,0,1,0,1,1,1,0,0,0,vào đây ăn đúng kiểu ăn chậu uống thùng luôn ba bát bún đầy_đủ từ thịt nem nướng chả_giò có 25k thôi mà bự thừa lừ còn nước_mắm thì đựng nguyên trong xô ăn bao_nhiêu thì múc ra bát con cho thêm ớt ý nguyên dọc đường cực nhiều hàg bún thịt nướng nhưng bạn mình nói hàg này là ngon nhất ăn thì thấy ngon thiệt lại còn no gần nhà nên kiểu gì cũng quay lại
"Vào quán chọn mua hải sản theo kí, giá rẻ hơn các quán bên ngoài nhiều.Sau đó nhờ chủ quán chế biến sẽ trả thêm 1 ít phí, tuy nhiên so với những quán khác vẫn phải  chăng hơn.Ốc tươi, thơm ngon, nước chấm vừa phải.2 lạng ốc hương 44k thêm tiền công chế biến ăn thả ga.",0,0,0,0,1,1,1,0,0,0,0,0,vào quán chọn mua hải_sản theo kí giá rẻ hơn các quán bên ngoài nhiều sau đó nhờ chủ quán chế_biến sẽ trả thêm 1 ít phí tuy_nhiên so với những quán khác vẫn phải_chăng hơn ốc tươi thơm ngon nước_chấm vừa_phải 2 lạng ốc_hương 44k thêm tiền công chế_biến ăn thả ga
"Vào quán này có chút đặc biệt là nhân viên hay đầu bếp cũng đều là những cô khá lớn tuổi, nhưng nhiệt tình va vui vẻ. Món ăn ở đây ra hơi lâu, do là show kitchen nên có thể thấy thao tác của chú đầu bếp làm rất chậm. Mì hoành thánh nước không được đậm đà, hoành thánh cũng bình thường. Nhưng ưng nhất là món mì vịt tiềm. Nước súp đậm đà thơm nồng vị thuốc bắc, đùi vịt mềm nhưng không bị bỡ.  Giá bình dân từ 25 -55k.",0,0,0,0,1,3,0,0,0,0,0,1,vào quán này có chút đặc_biệt là nhân_viên hay đầu_bếp cũng đều là những cô khá lớn_tuổi nhưng nhiệt_tình và vui_vẻ món ăn_ở đây ra hơi lâu do là show kitchen nên có_thể thấy thao_tác của chú đầu_bếp làm rất chậm mì hoành_thánh nước không được đậm_đà hoành_thánh cũng bình_thường nhưng ưng nhất_là món mì vịt tiềm nước súp đậm_đà thơm nồng vị thuốc_bắc đùi vịt mềm nhưng không bị bỡ giá bình_dân từ 25 55k
"Về món ăn: xôi trộn ngon, mình ra đây toàn ăn xôi trộn, hnay ăn món bánh đúc mặn cũng k làm mình thất vọng, 2 th bạn ăn xôi đùi gà với xôi thập cẩm cũng khen ngon. Giá thì phải chăng chỉ có nhân viên là tệ. Hôm mình đi là trời mưa, ghé quán lúc 10g, mình có hỏi là ""còn bán ko chị"" và chị tl là còn mình và 2 đứa bạn mới vào Vào gọi món thì nhân viên lề mề, thái độ cọc cằn chắc vì mình vào nên chưa đc về, lúc thối tiền còn dằn mặt tụi mình đưa 12 tờ 500đ nữa Thái độ cực tệ",0,0,0,0,1,1,0,0,0,0,0,2,về món ăn xôi trộn ngon mình ra đây toàn ăn xôi trộn hôm_nay ăn món bánh_đúc mặn cũng không làm mình thất_vọng 2 thằng bạn ăn xôi đùi gà với xôi thập_cẩm cũng khen ngon giá thì phải chăng chỉ có nhân_viên là tệ hôm mình đi là trời mưa ghé quán lúc 10g mình có hỏi là còn bán không chị và chị trả_lời là còn mình và 2 đứa bạn mới vào vào gọi món thì nhân_viên lề_mề thái_độ cọc cằn chắc vì mình vào nên chưa được về lúc thối tiền còn dằn_mặt tụi mình đưa 12 tờ 500đ nữa thái_độ cực tệ
"Vị cháo rất thơm ngon, có ngô ăn thơm thơm bên trong tô cháo nữa. Thịt ướp gia vị rất vừa miệng. Ngoài ra còn được tặng bình trà nóng nữa.",0,0,0,1,0,1,1,0,0,0,0,0,vị cháo rất thơm ngon có ngô ăn thơm thơm bên trong tô cháo nữa thịt ướp gia_vị rất vừa_miệng ngoài_ra còn được tặng bình trà nóng nữa
Vị chua chua của xoài kích thích vị giác vô cùng :p,0,0,0,0,0,1,0,0,0,0,0,0,vị chua_chua của xoài kích_thích vị_giác vô_cùng p
"Vị lẩu vừa ăn 👍🏻 1 bên là lẩu thái, 1 bên là lẩu ngọt. Đồ ăn 1 dĩa to gồm: mực, tôm, bò, cá viên, sứa thì phải, gan, cật,.... Ăn đc 4 mạng lận, mà chỉ có 170k lẩu lớn, 150k lẩu nhỏ. Mì, bún, bún gạo, rau ăn nhiêu tính tiền nhiêu, giá rẻ mà no nữa, nên thử 😘",0,0,0,0,1,1,1,0,1,0,0,0,vị lẩu vừa ăn 1 bên là lẩu thái 1 bên là lẩu ngọt đồ_ăn 1 dĩa to gồm mực tôm bò cá viên sứa thì phải gan cật ăn được 4 mạng lận mà chỉ có 170k lẩu lớn 150k lẩu nhỏ mì bún bún gạo rau ăn nhiêu tính tiền nhiêu giá rẻ mà no nữa nên thử
"Vì mình ăn cay siêu dở nên cấp độ 1 đủ ""giết"" cái bao tử của mình rồi, nước lẩu cũng ngon và giá cả phải chăng 👍🏻",0,0,0,0,1,1,0,0,0,0,0,0,vì mình ăn cay siêu dở nên cấp_độ 1 đủ giết cái bao_tử của mình rồi nước lẩu cũng ngon và giá_cả phải_chăng
"vị nước hơi ngọt đậm chất nambánh phở hơi ít, nước lại nhiều, nhân thích nhất là giò",0,0,0,0,0,3,3,0,0,0,0,0,vị nước hơi ngọt đậm chất nam bánh_phở hơi ít nước lại nhiều nhân thích nhất là giò
"vị ổn, có kim chi, rau, dưa chuột ăn kèm",0,0,0,0,0,1,1,0,0,0,0,0,vị ổn có kim chi rau_dưa chuột ăn kèm
Vị tẩm ướp đậm đà lại còn ăn kèm kim chi và rau xà lách rất lôi cuốn người ăn. Đĩa thức ăn cũng rất đầy đặn,0,0,0,0,0,1,1,0,0,0,0,0,vị tẩm ướp đậm_đà lại còn ăn kèm kim chi và rau xà_lách rất lôi_cuốn người ăn đĩa thức_ăn cũng rất đầy_đặn
"Vì thích ăn cay nên mình gọi phần này, tuy nhiên theo mình thì cũng không phải là quá cay nên vừa ăn. 1 tô nhiều lắm, nếu con trai ăn thì nên gọi tô lớn luôn cho đã. Tô trong hình của mình là size thường thôi, giá 74k",0,0,0,0,3,3,1,0,0,0,0,0,vì thích ăn cay nên mình gọi phần này tuy_nhiên theo mình thì cũng không phải là quá cay nên vừa ăn 1 tô nhiều lắm nếu con trai ăn thì nên gọi tô lớn luôn cho đã tô trong hình của mình là size thường thôi giá 74k
"Vì trường mình gần đó nên mình cũng hay lâu lâu ghé quán ăn... mỳ ở đây cay nhưng vừa phải ko phải ăn xé luởi như chi nhanh ở gò vấp  , bọn mình hay ăn cấp 1 mì đem ra vừa chín tới khói nghi ngút nhìn mà nc bọt chảy khí thế 😭😭  . Không những thế bọn mình còn kêu thêm 1 phần bánh bạch tuột ăn rất ngon ko bị quá nhiều bột  2 đứa bọn mình ăn bill luôn luôn là 113k ... à còn nước thì mấy bạn thíc thì order thêm còn không nhân viên phuc vụ sẽ mang đến cho bạn 1 bình nước hết thì thay ko phải sợ tính tiền .",0,1,0,1,3,1,0,1,0,0,0,0,vì trường mình gần đó nên mình cũng hay lâu_lâu ghé quán ăn mỳ ở đây cay nhưng vừa_phải không phải ăn xé luởi như chi_nhánh ở gò_vấp bọn mình hay ăn cấp 1 mì đem ra vừa chín_tới khói nghi_ngút nhìn mà ức bọt chảy khí_thế không_những thế bọn mình còn kêu thêm 1 phần bánh bạch tuột ăn rất ngon không bị quá nhiều bột 2 đứa bọn mình ăn bill luôn_luôn là 113k mà_còn nước thì mấy bạn thích thì đặt hàg thêm còn không nhân_viên phục_vụ sẽ mang đến cho bạn 1 bình nước hết thì thay không phải sợ tính tiền
"Viên chiên ở đây rất nhiều loại , tha hồ mà chọn , chiên nhanh , nước chấm ngon , đồ chua cũng ngon , trà lài đá ngon nốt ❤️",0,0,1,0,0,1,1,0,0,0,0,0,viên chiên ở đây rất nhiều loại tha_hồ mà chọn chiên nhanh nước_chấm ngon đồ chua cũng ngon trà lài đá ngon nốt
"View đẹp, ăn bò kèm nước khoáng 750ml, phục vụ bread , butter, pêpper sốt , tỏi nướng. Perfect! 💁🏻💁🏻💁🏻☔️☔️☔️☔️Giá memu chưa gồm thuế 10%. Nhân viên chu đáo. Nên book bàn trước. Có 2 tầng, trệt là quầy bar. Có balcony, omg trời mưa nhẹ tối ngồi ngoài rất đẹp, mát, lãng mạn. ✨✨",1,0,0,0,3,1,1,0,1,0,0,1,view đẹp ăn bò kèm nước_khoáng 750ml phục_vụ bread butter pepper sốt tỏi nướng rất tốt giá mềm chưa gồm thuế 10 nhân_viên chu_đáo nên book bàn trước có 2 tầng trệt là quầy bar có balcony mang trời mưa nhẹ tối ngồi ngoài rất đẹp mát lãng_mạn
"View quá hơi bị đẹp. Đồ ăn, thức uống khá ngon và rất độc, lạ từ cái tên đến hình thức, trang trí. Ở đây có chỗ để làm bánh, từ các loại bánh bông lan nhỏ đến bánh pizza cũng có nha 💕",0,0,1,1,0,1,1,0,1,0,0,0,view quá hơi bị đẹp đồ_ăn thức uống khá ngon và rất độc lạ từ cái tên đến hình_thức trang_trí ở đây có chỗ để làm bánh từ các loại bánh bông lan nhỏ đến bánh pizza cũng có nha
Vịt hơi bã. Hương vị ướp giống vị thịt xá xíu bên Quảng Châu chứ ko phải giống mì gà tần của mình. 75k/ suất nguyên 1 cái đùi vịt to oạch nên khá no,0,0,0,0,3,3,1,0,0,0,0,0,vịt hơi bã hương_vị ướp giống vị thịt xá_xíu bên quảng châu chứ không phải giống mì gà tần của mình 75 suất nguyên 1 cái đùi vịt to oạch nên khá no
Vịt ngon mà rẻ vãiiii. Ăn còn đc khuyến mại thêm chúi 🍌🍌 hết xảy 😍😍,0,0,0,0,1,1,0,0,1,0,0,0,vịt ngon mà rẻ vịt đi ăn còn được khuyến_mại thêm chúi hết xảy
"Vịt nướng lá chuối, canh măng tiết.Cũng được nhưng hơi đắt",0,0,0,0,2,3,0,0,0,0,0,0,vịt nướng lá chuối canh măng tiết cũng được nhưng hơi đắt
Vịt quay ở đây ngon lắm. Cắn miếng thịt là thấy béo ngậy mềm ngọt từng thớ luôn. Nc dùng chug vs nc mỳ vằn thắn ngọt dịu rất hợp,0,0,0,0,0,1,1,0,0,0,0,0,vịt quay ở đây ngon lắm cắn miếng thịt là thấy béo ngậy mềm ngọt từng thớ luôn ăn dùng chung với cơm mỳ vằn_thắn ngọt dịu rất hợp
"Vịt quay ở đây rẻ mà ngon! Nhà mình gọi 1 con vịt, làm ba món, da vịt cuốn bánh tráng, thịt vịt xào mì, xương vịt rang muối. Phải nói là ăn mệt nghỉ luôn. Một phần cực kì nhiều và làm thì siêu ngon. Thịt vịt mềm, nước sốt sệt ngon, mì dai, ăn rất đã. Dĩa này xào rau cũng nhiều đỡ ngán. Giá ko hề cao so với 1 nhà hàng Hoa có tiếng và lâu đời nữa. Nhà hàng tối hay sáng đều đông, có trưa là vắng thôi nhé.",0,0,0,0,1,1,1,0,1,0,0,0,vịt quay ở đây rẻ mà ngon nhà mình gọi 1 con vịt làm ba món da vịt cuốn bánh_tráng thịt vịt xào mì xương vịt rang muối phải nói là ăn mệt_nghỉ luôn một phần cực_kì nhiều và làm thì siêu ngon thịt vịt mềm nước sốt sệt ngon mì dai ăn rất đã dĩa này xào rau cũng nhiều đỡ ngán giá không hề cao so với 1 nhà hàg hoa có tiếng và lâu_đời nữa nhà hàg tối hay sáng đều đông có trưa là vắng thôi nhé
"Vỏ bánh thì rất mịn và phồng rộp giòn giòn, không nhiều dầu mỡ nên khi ăn không có cảm giác bị ngán. Tuy nhiên, nước chấm có phần hơi lạt nên bạn nào ăn nhạt thì thấy vừa, còn bạn nào ăn mặn thì phải gọi thêm nước mắm. Nhưng bù lại, vị của nước mắm ở đây thanh thanh chấm với bánh xèo, bánh khọt rất hợp gu.",0,0,0,0,0,1,1,0,0,0,0,0,vỏ bánh thì rất mịn và phồng rộp giòn giòn không nhiều dầu_mỡ nên khi ăn không có cảm_giác bị ngán tuy_nhiên nước_chấm có phần hơi lạt nên bạn nào ăn nhạt thì thấy vừa còn bạn nào ăn mặn thì phải gọi thêm nước_mắm nhưng bù lại vị của nước_mắm ở đây thanh_thanh chấm với bánh_xèo bánh khọt rất hợp gu
"Vô cái quán bất ngờ đủ thứ :))Bảng giá 1 tô 2 tô .. 10 tô , ban đầu mình tưởng ăn càng nhìu tô giá càng bớt, ai ngờ, chỉ là để vậy cho rõ ràng, tính giá cho nhanhTô 3 miếng cật mà miếng nấy to đùng luôn :)) thịt băm và hẹ cũg ngất ngưỡng. Tô 42k nhaTrên bàn ko có ji ngoài 2 chai xi dầu nc mắn và tăm, còn lại trà đá 4k,khăn ướt, ot sa tế khách đến mới mang ra :))@ni_cherry",0,3,0,0,3,0,1,0,0,0,0,0,vô cái quán bất_ngờ đủ thứ bảng giá 1 tô 2 tô 10 tô ban_đầu mình tưởng ăn càng nhiều tô giá càng bớt ai_ngờ chỉ là để vậy cho rõ_ràng tính giá cho nhanh tô 3 miếng cật mà miếng nấy to_đùng luôn thịt băm và hẹ cũng ngất ngưỡng tô 42k nhưng trên bàn không có gì ngoài 2 chai xì_dầu may_mắn và tăm còn lại trà đá 4 khăn ướt ít sa tế khách đến mới mang ra ni cherry
"Với 2 vị : vị truyền thống và lá dứa , bảo đảm ko làm khách thất vọng , iu thích ngay khi cắn vào bánh , phô mai và bánh tan trong miệng ngay ❤️❤️❤️",0,0,0,0,0,1,0,0,0,0,0,0,với 2 vị vị truyền_thống và lá dứa bảo_đảm không làm_khách thất_vọng yêu thích ngay khi cắn vào bánh phô_mai và bánh tan trong miệng ngay
"Với 20- 50k bạn sẽ có 1 cái bánh tráng nướng hoành tráng,to đùng như hình nha.Giá bánh ít hay nhìu phụ thuộc vào các số lượng toping bạn chọn,chất lượng thì ko chê vào đâu đc,bánh thì nóng giòn,toping trên mặt thì vừa ăn dù có mix bao nhiu loại vào đấy.Đi vào buổi tối,quán hơi đông nhưg chờ chừng 10-15p là có bánh tận bàn 😊",0,0,0,0,3,1,1,0,1,0,0,1,với 20 50k bạn sẽ có 1 cái bánh_tráng nướng hoành_tráng to_đùng như hình nhà giá bánh_ít hay nhiều phụ_thuộc vào các số_lượng toping bạn chọn chất_lượng thì không chê vào đâu được bánh thì nóng giòn toping trên mặt thì vừa ăn dù có mix bao_nhiêu loại vào đấy đi vào buổi tối quán hơi đông nhưng chờ chừng 10 15p là có bánh tận bàn
